frequency_hz,response_amplitude,data_source
10,3.20443556750932e-05,comsol_raw
11,1.471702431884566e-05,comsol_raw
12,1.669717936957627e-05,comsol_raw
13,1.891108939917309e-05,comsol_raw
14,2.254017580008984e-05,comsol_raw
15,2.920903133272235e-05,comsol_raw
16,4.408220109911375e-05,comsol_raw
17,0.0001009147888609453,comsol_raw
18,0.0002533585925340624,comsol_raw
19,5.319520493589878e-05,comsol_raw
20,2.88905583885996e-05,comsol_raw
21,1.9451263954818805e-05,comsol_raw
22,1.4435673190483587e-05,comsol_raw
23,1.1314260293096868e-05,comsol_raw
24,9.163061285225713e-06,comsol_raw
25,7.551031958211113e-06,comsol_raw
26,6.216464438573466e-06,comsol_raw
27,4.924406196938452e-06,comsol_raw
28,8.315965075672757e-05,comsol_raw
29,6.796251375738161e-06,comsol_raw
30,5.22643585287041e-06,comsol_raw
31,4.494084430087528e-06,comsol_raw
32,3.9933059242667724e-06,comsol_raw
33,3.605411030060142e-06,comsol_raw
34,3.287719226897865e-06,comsol_raw
35,3.0194271142058656e-06,comsol_raw
36,2.7884027362794925e-06,comsol_raw
37,2.5867295326837056e-06,comsol_raw
38,2.4088476404960065e-06,comsol_raw
39,2.250651549778424e-06,comsol_raw
40,2.108999537487383e-06,comsol_raw
41,1.981422995202831e-06,comsol_raw
42,1.8659424280475797e-06,comsol_raw
43,1.7609448811814336e-06,comsol_raw
44,1.6650990278769964e-06,comsol_raw
45,1.5772946380895858e-06,comsol_raw
46,1.4965987029688866e-06,comsol_raw
47,1.422223752655116e-06,comsol_raw
48,1.3535062155904794e-06,comsol_raw
49,1.289895039873722e-06,comsol_raw
50,1.2309547483136975e-06,comsol_raw
51,1.1763965105981225e-06,comsol_raw
52,1.1261785053822325e-06,comsol_raw
53,1.0808133461217534e-06,comsol_raw
54,1.042429683283805e-06,comsol_raw
55,1.0194179950264197e-06,comsol_raw
56,1.0571914412262395e-06,comsol_raw
57,1.7452653101840514e-06,comsol_raw
58,2.1600911894728743e-06,comsol_raw
59,1.0853678075898454e-06,comsol_raw
60,9.253840318404576e-07,comsol_raw
61,8.543090806033817e-07,comsol_raw
62,8.072922492377269e-07,comsol_raw
63,7.702375400261293e-07,comsol_raw
64,7.385150980353326e-07,comsol_raw
65,7.101846846181827e-07,comsol_raw
66,6.842864537635342e-07,comsol_raw
67,6.602861520799555e-07,comsol_raw
68,6.378642584121473e-07,comsol_raw
69,6.168315842018708e-07,comsol_raw
70,5.971065700318232e-07,comsol_raw
71,5.787467731444092e-07,comsol_raw
72,5.620815084814443e-07,comsol_raw
73,5.481411160839287e-07,comsol_raw
74,5.402203143435985e-07,comsol_raw
75,5.512409436109571e-07,comsol_raw
76,6.580411164577067e-07,comsol_raw
77,2.483165862569496e-06,comsol_raw
78,1.0535717087028716e-06,comsol_raw
79,6.405243571817788e-07,comsol_raw
80,5.447045307198196e-07,comsol_raw
81,5.008312023828777e-07,comsol_raw
82,4.73425642988521e-07,comsol_raw
83,4.5315915356512774e-07,comsol_raw
84,4.366554257362708e-07,comsol_raw
85,4.224267816253834e-07,comsol_raw
86,4.0972195682667133e-07,comsol_raw
87,3.981209312074348e-07,comsol_raw
88,3.873693198518507e-07,comsol_raw
89,3.773026577574345e-07,comsol_raw
90,3.678086336890942e-07,comsol_raw
91,3.588068889150119e-07,comsol_raw
92,3.502375714335848e-07,comsol_raw
93,3.420545295777898e-07,comsol_raw
94,3.342210935000741e-07,comsol_raw
95,3.2670736489732665e-07,comsol_raw
96,3.194884197412508e-07,comsol_raw
97,3.125430823592381e-07,comsol_raw
98,3.058530677261482e-07,comsol_raw
99,2.994023673649833e-07,comsol_raw
100,2.931768002779319e-07,comsol_raw
101,2.871636781038385e-07,comsol_raw
102,2.813515509078701e-07,comsol_raw
103,2.757300109297235e-07,comsol_raw
104,2.702895386982256e-07,comsol_raw
105,2.6502138060388775e-07,comsol_raw
106,2.599174501756036e-07,comsol_raw
107,2.5497024746839615e-07,comsol_raw
108,2.501727924723444e-07,comsol_raw
109,2.4551856951401256e-07,comsol_raw
110,2.410014803813285e-07,comsol_raw
111,2.3661580445390122e-07,comsol_raw
112,2.3235616452577075e-07,comsol_raw
113,2.282174973093789e-07,comsol_raw
114,2.2419502783767773e-07,comsol_raw
115,2.2028424715676482e-07,comsol_raw
116,2.1648089283934755e-07,comsol_raw
117,2.1278093196089638e-07,comsol_raw
118,2.0918054627438597e-07,comsol_raw
119,2.056761194032561e-07,comsol_raw
120,2.022642259525808e-07,comsol_raw
121,1.9894162252235658e-07,comsol_raw
122,1.957052407029343e-07,comsol_raw
123,1.925521822520172e-07,comsol_raw
124,1.894797168115365e-07,comsol_raw
125,1.864852827454069e-07,comsol_raw
126,1.83566492003982e-07,comsol_raw
127,1.807211404100616e-07,comsol_raw
128,1.779472255176014e-07,comsol_raw
129,1.7524297539369328e-07,comsol_raw
130,1.726068936243591e-07,comsol_raw
131,1.7003782909839965e-07,comsol_raw
132,1.6753508470670948e-07,comsol_raw
133,1.6509858897452538e-07,comsol_raw
134,1.6272917273946724e-07,comsol_raw
135,1.6042902744194892e-07,comsol_raw
136,1.5820249016690393e-07,comsol_raw
137,1.5605744421686357e-07,comsol_raw
138,1.5400794343008258e-07,comsol_raw
139,1.5207943106425078e-07,comsol_raw
140,1.503199076722745e-07,comsol_raw
141,1.4882613869739945e-07,comsol_raw
142,1.4781297723672329e-07,comsol_raw
143,1.4782901956278993e-07,comsol_raw
144,1.506044741540278e-07,comsol_raw
145,1.639046007310925e-07,comsol_raw
146,2.619150793487692e-07,comsol_raw
147,4.703698608320171e-07,comsol_raw
148,1.7771060519561518e-07,comsol_raw
149,1.4896524625753756e-07,comsol_raw
150,1.3952831733562356e-07,comsol_raw
151,1.3460696403850414e-07,comsol_raw
152,1.3129351232628634e-07,comsol_raw
153,1.287079331734078e-07,comsol_raw
154,1.265096510455684e-07,comsol_raw
155,1.2454371855124988e-07,comsol_raw
156,1.2273098609333725e-07,comsol_raw
157,1.210273072943581e-07,comsol_raw
158,1.194062785509842e-07,comsol_raw
159,1.1785117342996008e-07,comsol_raw
160,1.163508660486223e-07,comsol_raw
161,1.1489763513077945e-07,comsol_raw
162,1.1348591698787977e-07,comsol_raw
163,1.1211156511182493e-07,comsol_raw
164,1.1077139347499396e-07,comsol_raw
165,1.094628853567956e-07,comsol_raw
166,1.0818400224270373e-07,comsol_raw
167,1.0693305514057321e-07,comsol_raw
168,1.0570861591639877e-07,comsol_raw
169,1.0450945492729769e-07,comsol_raw
170,1.0333449632000263e-07,comsol_raw
171,1.0218278543509869e-07,comsol_raw
172,1.0105346465846649e-07,comsol_raw
173,9.994575526522949e-08,comsol_raw
174,9.88589435797663e-08,comsol_raw
175,9.779237028810204e-08,comsol_raw
176,9.674542208273653e-08,comsol_raw
177,9.571752505413825e-08,comsol_raw
178,9.470813940501569e-08,comsol_raw
179,9.371675517693396e-08,comsol_raw
180,9.274288875938787e-08,comsol_raw
181,9.178608000927605e-08,comsol_raw
182,9.084588985073329e-08,comsol_raw
183,8.992189825609222e-08,comsol_raw
184,8.901370253157303e-08,comsol_raw
185,8.812091584836204e-08,comsol_raw
186,8.724316597258558e-08,comsol_raw
187,8.638009415744964e-08,comsol_raw
188,8.5531354168259e-08,comsol_raw
189,8.469661141676485e-08,comsol_raw
190,8.38755421856961e-08,comsol_raw
191,8.306783292774907e-08,comsol_raw
192,8.227317962594514e-08,comsol_raw
193,8.149128720428445e-08,comsol_raw
194,8.072186897916209e-08,comsol_raw
195,7.996464614313798e-08,comsol_raw
196,7.921934727344124e-08,comsol_raw
197,7.848570785806694e-08,comsol_raw
198,7.776346983252436e-08,comsol_raw
199,7.705238112020538e-08,comsol_raw
200,7.635219516895463e-08,comsol_raw
201,7.566267047569438e-08,comsol_raw
202,7.498357008982319e-08,comsol_raw
203,7.43146610844762e-08,comsol_raw
204,7.365571398245243e-08,comsol_raw
205,7.30065021204942e-08,comsol_raw
206,7.236680093133568e-08,comsol_raw
207,7.173638711712347e-08,comsol_raw
208,7.11150376798336e-08,comsol_raw
209,7.050252876330537e-08,comsol_raw
210,6.98986342461834e-08,comsol_raw
211,6.930312400349051e-08,comsol_raw
212,6.871576172384885e-08,comsol_raw
213,6.813630212507637e-08,comsol_raw
214,6.756448734612219e-08,comsol_raw
215,6.700004219714936e-08,comsol_raw
216,6.644266780455748e-08,comsol_raw
217,6.589203296531992e-08,comsol_raw
218,6.534776217801184e-08,comsol_raw
219,6.480941876729521e-08,comsol_raw
220,6.427648063136825e-08,comsol_raw
221,6.374830469654971e-08,comsol_raw
222,6.322407380981805e-08,comsol_raw
223,6.270271608285552e-08,comsol_raw
224,6.218278152356767e-08,comsol_raw
225,6.166225729545235e-08,comsol_raw
226,6.113832346235453e-08,comsol_raw
227,6.060723097483985e-08,comsol_raw
228,6.006572106796462e-08,comsol_raw
229,5.9525337232161696e-08,comsol_raw
230,5.917600691620461e-08,comsol_raw
231,6.568157639491269e-08,comsol_raw
232,7.214094047215458e-08,comsol_raw
233,6.11958821248051e-08,comsol_raw
234,5.9392748048001556e-08,comsol_raw
235,5.847862341029545e-08,comsol_raw
236,5.781585519762332e-08,comsol_raw
237,5.725866509098003e-08,comsol_raw
238,5.675685427683159e-08,comsol_raw
239,5.6288722213862173e-08,comsol_raw
240,5.5843397001412834e-08,comsol_raw
241,5.541483091540698e-08,comsol_raw
242,5.4999383365770235e-08,comsol_raw
243,5.4594721718737076e-08,comsol_raw
244,5.419927299492781e-08,comsol_raw
245,5.381192971968586e-08,comsol_raw
246,5.3431882556301025e-08,comsol_raw
247,5.3058520331097316e-08,comsol_raw
248,5.2691367819739415e-08,comsol_raw
249,5.2330045654549564e-08,comsol_raw
250,5.1974243693371364e-08,comsol_raw
251,5.1623702854689646e-08,comsol_raw
252,5.1278202432812034e-08,comsol_raw
253,5.093755105120766e-08,comsol_raw
254,5.060158008597077e-08,comsol_raw
255,5.0270138800144814e-08,comsol_raw
256,4.994309068423115e-08,comsol_raw
257,4.9620310660566906e-08,comsol_raw
258,4.9301682915025465e-08,comsol_raw
259,4.8987099189731326e-08,comsol_raw
260,4.8676457417932987e-08,comsol_raw
261,4.8369660614733155e-08,comsol_raw
262,4.8066615960006386e-08,comsol_raw
263,4.7767234025750664e-08,comsol_raw
264,4.7471428111395744e-08,comsol_raw
265,4.7179113658624856e-08,comsol_raw
266,4.689020772297339e-08,comsol_raw
267,4.660462848347796e-08,comsol_raw
268,4.63222947743814e-08,comsol_raw
269,4.604312562463436e-08,comsol_raw
270,4.576703979185428e-08,comsol_raw
271,4.5493955277612394e-08,comsol_raw
272,4.522378881046576e-08,comsol_raw
273,4.495645528203301e-08,comsol_raw
274,4.4691867119570296e-08,comsol_raw
275,4.4429933575841773e-08,comsol_raw
276,4.4170559913427e-08,comsol_raw
277,4.391364645574133e-08,comsol_raw
278,4.365908747064132e-08,comsol_raw
279,4.340676984412153e-08,comsol_raw
280,4.315657149071657e-08,comsol_raw
281,4.2908359433070656e-08,comsol_raw
282,4.266198746480029e-08,comsol_raw
283,4.2417293287130146e-08,comsol_raw
284,4.2174094979576386e-08,comsol_raw
285,4.193218662706092e-08,comsol_raw
286,4.1691332879945695e-08,comsol_raw
287,4.145126217177756e-08,comsol_raw
288,4.121165827080949e-08,comsol_raw
289,4.0972149820588945e-08,comsol_raw
290,4.073229759617696e-08,comsol_raw
291,4.049157952468285e-08,comsol_raw
292,4.0249374484116075e-08,comsol_raw
293,4.0004948489001216e-08,comsol_raw
294,3.9757453653479485e-08,comsol_raw
295,3.9505968247341224e-08,comsol_raw
296,3.9249655316928445e-08,comsol_raw
297,3.8988260465317736e-08,comsol_raw
298,3.8723622852387666e-08,comsol_raw
299,3.846448586007569e-08,comsol_raw
300,3.824361201861408e-08,comsol_raw
301,3.819131069593874e-08,comsol_raw
302,3.896945628439603e-08,comsol_raw
303,4.6468813767260086e-08,comsol_raw
304,3.6989365502296633e-06,comsol_raw
305,5.74488462047686e-08,comsol_raw
306,4.545218759690923e-08,comsol_raw
307,4.218636873595289e-08,comsol_raw
308,4.0689956394062546e-08,comsol_raw
309,3.980531310434667e-08,comsol_raw
310,3.919626847344544e-08,comsol_raw
311,3.873312162720997e-08,comsol_raw
312,3.83561706813554e-08,comsol_raw
313,3.803439248757021e-08,comsol_raw
314,3.7750171123011785e-08,comsol_raw
315,3.749280163374575e-08,comsol_raw
316,3.725542037853686e-08,comsol_raw
317,3.7033430896352416e-08,comsol_raw
318,3.6823641964449535e-08,comsol_raw
319,3.66237695305363e-08,comsol_raw
320,3.643213566435282e-08,comsol_raw
321,3.624747951294127e-08,comsol_raw
322,3.606883462909736e-08,comsol_raw
323,3.58954470672954e-08,comsol_raw
324,3.5726719314143986e-08,comsol_raw
325,3.5562171046377426e-08,comsol_raw
326,3.540141111990582e-08,comsol_raw
327,3.524411721952901e-08,comsol_raw
328,3.509002083705571e-08,comsol_raw
329,3.4938896021597923e-08,comsol_raw
330,3.4790550843451466e-08,comsol_raw
331,3.4644820838768644e-08,comsol_raw
332,3.4501563919583665e-08,comsol_raw
333,3.436065638128385e-08,comsol_raw
334,3.4221989741359e-08,comsol_raw
335,3.408546821445356e-08,comsol_raw
336,3.395100667923818e-08,comsol_raw
337,3.381852902888239e-08,comsol_raw
338,3.3687966823258664e-08,comsol_raw
339,3.3559258180362344e-08,comsol_raw
340,3.343234685879332e-08,comsol_raw
341,3.3307181493902956e-08,comsol_raw
342,3.318371495833931e-08,comsol_raw
343,3.306190382392348e-08,comsol_raw
344,3.294170790654552e-08,comsol_raw
345,3.282308987945823e-08,comsol_raw
346,3.2706014943214345e-08,comsol_raw
347,3.259045054274745e-08,comsol_raw
348,3.247636612387781e-08,comsol_raw
349,3.2363732922933695e-08,comsol_raw
350,3.2252523784312415e-08,comsol_raw
351,3.2142713001709395e-08,comsol_raw
352,3.2034276179477364e-08,comsol_raw
353,3.1927190111172214e-08,comsol_raw
354,3.1821432672826576e-08,comsol_raw
355,3.1716982728890115e-08,comsol_raw
356,3.161382004910168e-08,comsol_raw
357,3.1511925234829214e-08,comsol_raw
358,3.1411279653637626e-08,comsol_raw
359,3.13118653810319e-08,comsol_raw
360,3.1213665148479635e-08,comsol_raw
361,3.1116662296948765e-08,comsol_raw
362,3.1020840735307805e-08,comsol_raw
363,3.092618490303136e-08,comsol_raw
364,3.083267973673351e-08,comsol_raw
365,3.0740310640123215e-08,comsol_raw
366,3.0649063457034774e-08,comsol_raw
367,3.055892444724156e-08,comsol_raw
368,3.0469880264807244e-08,comsol_raw
369,3.0381917938772806e-08,comsol_raw
370,3.02950248560173e-08,comsol_raw
371,3.0209188746167645e-08,comsol_raw
372,3.0124397668470994e-08,comsol_raw
373,3.0040640000579564e-08,comsol_raw
374,2.995790442923925e-08,comsol_raw
375,2.987617994291488e-08,comsol_raw
376,2.9795455826436533e-08,comsol_raw
377,2.9715721657808976e-08,comsol_raw
378,2.963696730739589e-08,comsol_raw
379,2.9559182939780476e-08,comsol_raw
380,2.948235901871496e-08,comsol_raw
381,2.9406486315717123e-08,comsol_raw
382,2.9331555923062778e-08,comsol_raw
383,2.9257559272181704e-08,comsol_raw
384,2.9184488158810034e-08,comsol_raw
385,2.9112334776736016e-08,comsol_raw
386,2.9041091762644148e-08,comsol_raw
387,2.897075225551616e-08,comsol_raw
388,2.8901309975416683e-08,comsol_raw
389,2.8832759328495825e-08,comsol_raw
390,2.8765095548024487e-08,comsol_raw
391,2.869831488580433e-08,comsol_raw
392,2.8632414875302123e-08,comsol_raw
393,2.8567394698958952e-08,comsol_raw
394,2.850325571014908e-08,comsol_raw
395,2.8440002190365552e-08,comsol_raw
396,2.8377642474068574e-08,comsol_raw
397,2.8316190666204348e-08,comsol_raw
398,2.8255669349438604e-08,comsol_raw
399,2.8196114013108463e-08,comsol_raw
400,2.8137580624437426e-08,comsol_raw
401,2.8080159271820445e-08,comsol_raw
402,2.8024000384291066e-08,comsol_raw
403,2.7969369341577718e-08,comsol_raw
404,2.7916772648029327e-08,comsol_raw
405,2.7867293075432898e-08,comsol_raw
406,2.7823676239458213e-08,comsol_raw
407,2.7795157643276732e-08,comsol_raw
408,2.7836932348971296e-08,comsol_raw
409,3.3111056965845944e-08,comsol_raw
410,2.7609245206562948e-08,comsol_raw
411,2.7501116059788876e-08,comsol_raw
412,2.7449620834462064e-08,comsol_raw
413,2.7401905463765973e-08,comsol_raw
414,2.7354757485081612e-08,comsol_raw
415,2.7307904586568928e-08,comsol_raw
416,2.726140642335912e-08,comsol_raw
417,2.721534792031953e-08,comsol_raw
418,2.7169798169765992e-08,comsol_raw
419,2.7124809518642613e-08,comsol_raw
420,2.7080422153557283e-08,comsol_raw
421,2.7036668343344146e-08,comsol_raw
422,2.69935756461031e-08,comsol_raw
423,2.6951169286918414e-08,comsol_raw
424,2.6909473993005488e-08,comsol_raw
425,2.6868515515634544e-08,comsol_raw
426,2.6828322009408912e-08,comsol_raw
427,2.6788925401248376e-08,comsol_raw
428,2.6750362862929272e-08,comsol_raw
429,2.6712678498975058e-08,comsol_raw
430,2.6675925374521973e-08,comsol_raw
431,2.664016803645364e-08,comsol_raw
432,2.660548572949677e-08,comsol_raw
433,2.6571976584842167e-08,comsol_raw
434,2.6539763175703292e-08,comsol_raw
435,2.6509000014942852e-08,comsol_raw
436,2.6479883853505872e-08,comsol_raw
437,2.6452668092711944e-08,comsol_raw
438,2.64276833695519e-08,comsol_raw
439,2.6405367635159493e-08,comsol_raw
440,2.6386311249280965e-08,comsol_raw
441,2.6371326608621167e-08,comsol_raw
442,2.6361559394325584e-08,comsol_raw
443,2.6358673600520148e-08,comsol_raw
444,2.6365174387459966e-08,comsol_raw
445,2.6385005213551005e-08,comsol_raw
446,2.6424735194251543e-08,comsol_raw
447,2.6496149301126022e-08,comsol_raw
448,2.6622640288377182e-08,comsol_raw
449,2.6857972027917963e-08,comsol_raw
450,2.7358227494167332e-08,comsol_raw
451,2.8831197274719127e-08,comsol_raw
452,4.571141947165288e-08,comsol_raw
453,2.288795480094213e-08,comsol_raw
454,2.388710501099381e-08,comsol_raw
455,2.4366293728096074e-08,comsol_raw
456,2.459619051724273e-08,comsol_raw
457,2.4718114577176572e-08,comsol_raw
458,2.478417137751094e-08,comsol_raw
459,2.481740691837196e-08,comsol_raw
460,2.4829456078446692e-08,comsol_raw
461,2.4826761340886422e-08,comsol_raw
462,2.481312665530731e-08,comsol_raw
463,2.4790894426485462e-08,comsol_raw
464,2.476153769729169e-08,comsol_raw
465,2.4725978818161623e-08,comsol_raw
466,2.4684769779158144e-08,comsol_raw
467,2.463819775837034e-08,comsol_raw
468,2.45863477199555e-08,comsol_raw
469,2.4529138799761605e-08,comsol_raw
470,2.4466343559120482e-08,comsol_raw
471,2.4397595052424667e-08,comsol_raw
472,2.432238425514501e-08,comsol_raw
473,2.4240048864766442e-08,comsol_raw
474,2.4149753357193743e-08,comsol_raw
475,2.405045918008425e-08,comsol_raw
476,2.3940882890451788e-08,comsol_raw
477,2.3819438702330266e-08,comsol_raw
478,2.3684160060316297e-08,comsol_raw
479,2.3532592145277065e-08,comsol_raw
480,2.3361643091740355e-08,comsol_raw
481,2.316737522405719e-08,comsol_raw
482,2.2944707206891696e-08,comsol_raw
483,2.268698085736808e-08,comsol_raw
484,2.238531749175531e-08,comsol_raw
485,2.2027639153452503e-08,comsol_raw
486,2.1597144388014842e-08,comsol_raw
487,2.106988288623577e-08,comsol_raw
488,2.0410853822025586e-08,comsol_raw
489,1.9567901302943456e-08,comsol_raw
490,1.8463928336947724e-08,comsol_raw
491,1.7000858986688453e-08,comsol_raw
492,1.5201972690837677e-08,comsol_raw
493,1.4651258546673009e-08,comsol_raw
494,2.7943569180496263e-08,comsol_raw
495,3.565398055400679e-07,comsol_raw
496,7.97652300518257e-08,comsol_raw
497,4.012228521804436e-08,comsol_raw
498,4.6634243642585327e-08,comsol_raw
499,3.9908312033718326e-08,comsol_raw
500,3.677722055129358e-08,comsol_raw
501,3.4865055802951886e-08,comsol_raw
502,3.3564664706127205e-08,comsol_raw
503,3.262187514866272e-08,comsol_raw
504,3.190775842738728e-08,comsol_raw
